coded_v1
,equal,reqeduc,reqcomp,reqorg,call,gender,ethnicity,
819,1,0,0,0,0,0,1,
820,1,0,0,0,0,0,0,
821,0,0,1,0,1,0,1,
822,0,0,1,0,0,0,1,
823,0,0,1,0,0,0,0,
824,0,0,1,0,0,0,0,
825,0,0,1,0,0,0,1,
826,0,0,1,0,0,0,1,
827,0,0,1,0,0,0,0,
828,0,0,1,0,0,0,0,
829,1,1,0,0,0,0,1,
830,0,0,0,0,0,1,1,
831,1,1,0,0,0,1,1,
832,1,0,0,0,0,1,1,
833,0,0,0,0,0,1,1,
834,1,1,0,0,0,1,1,
835,0,0,0,0,0,0,1,
836,1,0,0,0,0,0,1,
837,1,1,0,0,0,1,1,
838,0,0,0,0,0,1,0,
839,1,1,0,0,0,1,0,
840,0,0,0,0,0,1,0,
841,1,0,0,0,0,1,0,
842,0,0,0,0,0,1,1,
843,0,0,0,0,0,0,0,
844,1,0,0,0,0,0,0,
845,0,0,0,0,0,0,0,
846,0,0,0,0,0,0,0,
847,0,0,0,0,0,0,0,
848,1,1,0,0,0,0,0,
849,1,1,0,0,0,0,0,
850,0,0,0,0,0,0,1,
851,0,0,0,0,0,1,1,
852,0,0,0,0,0,0,1,
853,0,0,0,0,0,0,1,
854,0,0,0,0,0,0,1,
855,0,0,0,0,0,1,1,
856,0,0,0,0,0,1,0,
857,0,0,0,0,0,1,0,
858,1,1,0,0,0,1,0,
859,0,0,0,0,0,1,0,
860,0,0,0,0,0,1,0,
861,0,0,1,0,0,0,1,
862,0,0,1,0,0,0,1,
863,0,0,1,0,0,0,0,
864,0,0,1,0,0,0,0,
865,0,0,0,0,0,0,1,
866,0,0,0,0,0,0,0,
867,0,0,0,0,0,0,1,
868,0,0,0,0,0,0,0,
869,0,0,1,0,0,0,1,
870,0,0,1,0,0,0,0,
871,0,0,1,0,0,0,1,
872,0,0,1,0,0,0,0,
873,0,0,1,0,0,0,1,
874,0,0,1,0,0,0,0,
875,0,0,1,0,0,0,1,
876,0,0,1,0,0,0,0,
877,0,0,0,0,0,0,1,
878,0,0,0,0,0,0,0,
879,0,0,0,0,0,0,0,
880,0,0,0,0,0,0,1,
881,1,0,0,0,0,0,1,
882,1,0,0,0,0,0,1,
883,1,0,0,0,0,0,0,
884,1,0,0,0,0,1,0,
885,1,0,1,0,0,0,0,
886,1,0,1,0,1,0,1,
887,1,0,1,0,1,0,1,
888,1,0,1,0,0,0,0,
889,1,0,1,0,1,0,1,
890,1,0,1,0,0,0,0,
891,0,0,1,1,0,0,0,
892,0,0,1,1,0,0,1,
893,0,0,1,1,0,0,0,
894,0,0,1,1,0,0,1,
895,0,1,1,0,0,0,1,
896,0,1,1,0,0,0,0,
897,0,1,1,0,0,0,0,
898,0,1,1,0,1,0,1,
899,0,0,1,0,0,0,0,
900,0,0,1,0,0,0,1,
901,0,0,1,0,0,0,1,
902,0,0,1,0,0,0,0,
903,0,0,1,0,0,0,1,
904,0,0,1,0,0,0,0,
905,0,0,1,0,0,0,1,
906,0,0,1,0,0,0,0,
907,0,0,1,1,0,0,1,
908,0,0,1,1,0,0,0,
909,0,0,1,1,0,0,0,
910,0,0,1,1,1,0,1,
911,0,0,0,0,1,0,1,
912,0,0,0,0,0,0,0,
913,0,0,0,0,0,0,1,
914,0,0,0,0,0,0,0,
915,0,0,1,1,0,0,1,
916,0,0,1,1,0,0,0,
917,0,0,1,1,0,0,0,
918,0,0,1,1,0,0,1,
919,0,0,1,0,0,0,1,
920,0,0,1,0,0,0,1,
921,0,0,1,0,0,0,0,
922,0,0,1,0,0,0,0,
923,1,0,1,0,0,0,1,
924,1,0,1,0,0,0,0,
925,1,0,1,0,1,0,1,
926,1,0,1,0,1,0,0,
927,1,0,1,0,0,0,1,
928,1,0,1,0,0,0,1,
929,1,0,1,0,0,0,0,
930,1,0,1,0,0,0,0,
931,0,0,1,0,0,0,0,
932,0,0,1,0,0,0,1,
933,0,0,1,0,0,0,1,
934,0,0,1,0,0,0,0,
935,0,1,1,0,0,0,0,
936,0,1,1,0,0,0,1,
937,0,1,1,0,0,0,0,
938,0,1,1,0,0,0,1,
939,0,0,1,0,0,0,1,
940,0,0,1,0,0,0,0,
941,0,0,1,0,0,0,0,
942,0,0,1,0,0,0,1,
943,0,0,1,0,0,0,1,
944,0,0,1,0,0,1,1,
945,0,0,1,0,0,0,0,
946,0,0,1,0,0,0,0,
947,1,1,1,0,0,0,1,
948,1,1,1,0,0,0,1,
949,1,1,1,0,0,0,0,
950,1,1,1,0,0,0,0,
951,1,0,1,0,0,0,0,
952,1,0,1,0,0,0,1,
953,1,0,1,0,1,0,1,
954,1,0,1,0,0,0,0,
955,0,0,1,0,0,0,1,
956,0,0,1,0,0,0,0,
957,1,0,1,0,0,0,1,
958,1,0,1,0,0,0,0,
959,1,0,1,0,0,0,1,
960,1,0,1,0,0,0,0,
961,0,0,1,0,0,0,1,
962,0,0,1,0,0,0,1,
963,0,0,1,0,0,0,0,
964,0,0,1,0,0,0,0,
965,1,0,1,0,0,0,0,
966,1,0,1,0,0,0,1,
967,1,0,1,0,0,0,1,
968,1,0,1,0,0,0,0,
969,0,0,1,0,0,0,1,
970,0,0,1,0,0,0,1,
971,0,0,1,0,0,0,0,
972,0,0,1,0,0,0,0,
973,0,0,0,0,0,0,1,
974,0,0,0,0,0,0,0,
975,0,0,0,0,0,0,1,
976,0,0,0,0,0,0,0,
977,0,0,1,0,1,0,1,
978,0,0,1,0,0,0,0,
979,0,0,1,0,0,0,1,
980,0,0,1,0,0,0,0,
981,0,0,1,0,0,0,1,
982,0,0,1,0,0,0,1,
983,0,0,1,0,0,0,0,
984,0,0,1,0,0,0,0,
985,0,0,0,0,0,0,1,
986,0,0,0,0,0,0,0,
987,0,0,0,0,0,0,0,
988,0,0,0,0,1,0,1,
989,1,0,1,0,1,0,0,
990,1,0,1,0,0,0,1,
991,0,0,0,0,0,0,1,
992,0,0,0,0,0,0,0,
993,0,0,0,0,0,0,1,
994,0,0,0,0,0,0,0,
995,0,0,0,0,0,0,0,
996,0,0,0,0,0,0,0,
997,0,0,0,0,0,0,1,
998,0,0,0,0,0,0,1,
999,0,0,0,0,0,0,1,
1000,0,0,0,0,0,1,1,
1001,0,0,0,0,0,1,1,
1002,1,0,0,0,0,1,1,
1003,0,0,0,0,0,1,0,
1004,0,0,0,0,0,0,0,
1005,1,0,1,0,0,0,1,
1006,0,0,0,0,0,1,1,
1007,0,0,0,0,0,1,0,
1008,0,0,0,0,0,1,1,
1009,0,0,0,0,1,1,1,
1010,0,0,0,0,0,1,0,
1011,1,0,0,0,0,1,0,
1012,0,0,0,0,0,0,1,
1013,0,0,0,0,0,0,1,
1014,1,0,1,0,0,1,0,
1015,1,1,0,0,0,0,0,
1016,0,0,0,0,0,0,0,
1017,1,1,0,0,0,0,1,
1018,1,0,0,0,0,0,0,
1019,0,0,0,0,0,0,0,
1020,0,0,0,0,0,0,0,
1021,0,0,0,0,0,0,1,
1022,0,0,0,0,0,1,0,
1023,1,0,1,0,0,1,0,
1024,0,0,0,0,0,1,0,
1025,1,1,0,0,0,1,0,
1026,0,0,0,0,0,1,1,
1027,0,0,0,0,0,0,1,
1028,1,0,0,0,0,1,1,
1029,1,1,0,0,0,1,1,
1030,0,0,0,0,0,1,1,
1031,0,0,0,0,0,1,1,
1032,0,0,0,0,0,1,0,
1033,0,0,0,0,0,1,0,
1034,0,0,0,0,0,0,0,
1035,1,0,1,0,0,1,1,
1036,0,0,0,0,0,1,1,
1037,0,0,0,0,0,1,0,
1038,0,0,0,0,0,1,0,
1039,0,0,0,0,0,0,1,
1040,0,0,0,0,0,0,1,
1041,0,0,0,0,0,0,0,
1042,0,0,0,0,0,0,0,
1043,0,0,1,0,0,0,1,
1044,0,0,1,0,0,0,0,
1045,0,0,1,0,0,0,1,
1046,0,0,1,0,0,0,0,
1047,1,1,0,0,0,1,1,
1048,1,1,0,0,0,1,0,
1049,1,1,0,0,1,0,1,
1050,1,1,0,0,0,1,0,
1051,0,0,1,0,0,0,1,
1052,0,0,1,0,0,0,0,
1053,0,0,1,0,0,0,0,
1054,0,0,1,0,0,0,1,
1055,1,0,1,0,0,0,1,
1056,1,0,1,0,0,0,0,
1057,1,0,1,0,0,0,0,
1058,1,0,1,0,0,0,1,
1059,0,0,1,0,0,0,1,
1060,0,0,1,0,0,0,0,
1061,0,0,1,0,0,0,0,
1062,0,0,1,0,0,0,1,
1063,0,1,0,0,0,0,0,
1064,0,1,0,0,0,0,1,
1065,0,1,0,0,0,0,1,
1066,0,1,0,0,0,0,0,
1067,0,0,0,1,0,0,1,
1068,0,0,0,1,0,0,1,
1069,0,0,0,1,0,0,0,
1070,0,0,0,1,0,0,0,
1071,0,0,1,0,0,0,0,
1072,0,0,1,0,0,0,1,
1073,0,0,1,0,0,0,1,
1074,0,0,1,0,0,0,0,
1075,0,0,1,0,0,0,0,
1076,0,0,1,0,0,0,1,
1077,0,0,1,0,0,0,0,
1078,0,0,1,0,0,0,1,
1079,0,0,1,0,0,0,0,
1080,0,0,1,0,1,0,1,
1081,0,0,1,0,0,0,0,
1082,0,0,1,0,0,0,1,
1083,0,0,1,1,0,0,0,
1084,0,0,1,1,0,0,1,
1085,0,0,1,1,0,0,1,
1086,0,0,1,1,0,0,0,
1087,1,0,1,1,0,0,1,
1088,1,0,1,1,0,0,0,
1089,1,0,1,1,0,0,0,
1090,1,0,1,1,0,0,1,
1091,0,0,0,0,0,0,1,
1092,0,0,0,0,0,0,0,
1093,0,0,0,0,0,0,0,
1094,0,0,0,0,0,0,1,
1095,1,0,1,0,0,0,1,
1096,1,0,1,0,0,0,1,
1097,1,0,1,0,0,0,0,
1098,1,0,1,0,0,0,0,
1099,0,0,1,0,0,0,1,
1100,0,0,1,0,0,0,0,
1101,0,0,1,0,0,0,1,
1102,0,0,1,0,0,0,0,
1103,0,1,0,0,0,0,1,
1104,0,1,0,0,0,0,1,
1105,0,1,0,0,0,0,0,
1106,0,1,0,0,0,0,0,
1107,1,1,1,0,0,1,1,
1108,1,1,1,0,0,1,0,
1109,1,1,0,0,0,0,1,
1110,1,1,0,0,0,0,1,
1111,1,1,0,0,0,0,0,
1112,1,1,0,0,0,0,0,
1113,1,0,1,0,1,0,1,
1114,1,0,1,0,0,0,0,
1115,1,0,1,0,0,0,1,
1116,1,0,1,0,0,0,0,
1117,1,0,1,0,0,0,1,
1118,1,0,1,0,0,0,0,
1119,0,0,1,0,0,0,0,
1120,0,0,1,0,0,0,1,
1121,0,0,1,0,0,0,0,
1122,0,0,1,0,0,0,1,
1123,0,0,0,1,0,0,1,
1124,0,0,0,1,0,0,1,
1125,0,0,0,1,0,0,0,
1126,0,0,0,1,0,0,0,
1127,1,0,1,0,0,0,0,
1128,1,0,1,0,0,0,1,
1129,1,0,1,0,0,0,0,
1130,1,0,1,0,0,0,1,
1131,1,0,1,0,0,0,0,
1132,1,0,1,0,0,0,1,
1133,1,0,1,0,0,0,1,
1134,1,0,1,0,0,0,0,
1135,1,0,0,0,0,0,0,
1136,1,0,0,0,0,1,1,
1137,0,0,1,0,0,1,1,
1138,0,0,0,0,0,0,1,
1139,0,0,0,0,0,1,0,
1140,0,0,0,0,0,0,0,
1141,0,0,0,0,0,1,1,
1142,0,0,0,0,0,1,0,
1143,0,0,1,0,0,1,0,
1144,0,0,0,0,0,1,1,
1145,0,0,0,0,0,1,1,
1146,0,0,0,0,0,1,0,
1147,0,0,0,0,0,0,1,
1148,0,0,0,0,0,1,0,
1149,0,0,0,0,0,0,1,
1150,1,0,0,0,0,0,0,
1151,0,0,1,0,0,1,0,
1152,0,0,0,0,0,1,0,
1153,1,0,0,0,0,1,1,
1154,0,0,0,0,0,1,0,
1155,0,0,0,0,0,0,1,
1156,0,0,1,0,0,1,1,
1157,0,0,0,0,0,1,1,
1158,0,0,0,0,0,1,0,
1159,0,0,0,0,0,0,1,
1160,0,0,0,0,0,0,1,
1161,0,0,0,0,0,0,0,
1162,0,0,0,0,0,0,0,
1163,0,0,0,0,0,0,0,
1164,0,0,0,0,1,0,1,
1165,0,0,0,0,1,0,1,
1166,0,0,0,0,1,0,0,
1167,0,0,0,0,0,0,1,
1168,0,0,0,0,0,0,0,
1169,0,0,0,0,0,0,1,
1170,0,0,0,0,0,0,0,
1171,0,0,0,0,0,0,0,
1172,0,0,0,0,1,0,1,
1173,0,0,0,0,0,0,0,
1174,0,0,0,0,0,0,1,
1175,0,0,1,0,0,0,0,
1176,0,0,1,0,0,0,1,
1177,0,0,1,0,0,0,1,
1178,0,0,1,0,0,0,0,
1179,0,0,1,0,0,0,1,
1180,0,0,1,0,0,0,0,
1181,0,0,1,0,0,0,1,
1182,0,0,1,0,0,0,0,
1183,0,0,0,0,0,0,0,
1184,0,0,0,0,0,0,1,
1185,0,0,0,0,0,0,1,
1186,0,0,0,0,0,0,0,
1187,0,1,0,0,1,0,1,
1188,0,1,0,0,0,0,0,
1189,0,1,0,0,0,1,0,
1190,0,1,0,0,0,1,1,
1191,0,0,0,1,0,0,0,
1192,0,0,0,1,0,0,1,
1193,0,0,0,1,0,0,0,
1194,0,0,0,1,0,0,1,
1195,1,0,1,1,0,0,1,
1196,1,0,1,1,0,0,0,
1197,1,0,1,1,0,0,0,
1198,1,0,1,1,0,0,1,
1199,0,0,1,0,0,0,0,
1200,0,0,1,0,0,0,1,
1201,0,0,1,0,0,0,1,
1202,0,0,1,0,0,0,0,
1203,0,0,0,0,0,0,0,
1204,0,0,0,0,0,0,1,
1205,0,0,0,0,0,0,1,
1206,0,0,0,0,0,0,0,
1207,0,0,1,1,0,0,0,
1208,0,0,1,1,0,0,1,
1209,0,0,1,1,0,0,1,
1210,0,0,1,1,0,0,0,
1211,0,0,1,1,0,0,1,
1212,0,0,1,1,1,0,1,
1213,0,0,1,1,1,0,0,
1214,0,0,1,1,1,0,0,
1215,0,0,1,0,0,0,0,
1216,0,0,1,0,0,0,1,
1217,0,0,1,0,0,0,1,
1218,0,0,1,0,0,0,0,
1219,0,0,0,1,0,0,0,
1220,0,0,0,1,0,0,1,
1221,0,0,0,1,0,0,1,
1222,0,0,0,1,0,0,0,
1223,1,0,0,0,0,0,1,
1224,1,0,0,0,0,0,1,
1225,1,0,0,0,0,0,0,
1226,1,0,0,0,0,0,0,
1227,1,0,0,1,0,0,1,
1228,1,0,0,1,0,0,0,
1229,1,0,0,1,0,0,1,
1230,1,0,0,1,0,0,0,
1231,0,0,1,0,0,0,1,
1232,0,0,1,0,0,0,0,
1233,0,0,1,0,0,0,1,
1234,0,0,1,0,0,0,0,
1235,1,0,1,0,0,1,0,
1236,1,0,1,0,0,1,1,
1237,1,0,1,0,0,1,1,
1238,1,0,1,0,0,1,0,
1239,0,0,1,0,0,0,1,
1240,0,0,1,0,0,0,0,
1241,1,1,1,0,0,0,1,
1242,1,1,1,0,0,0,1,
1243,1,1,1,0,0,0,0,
1244,1,1,1,0,0,0,0,
1245,0,1,0,0,0,0,1,
1246,0,1,0,0,0,0,0,
1247,0,1,0,0,0,0,0,
1248,0,1,0,0,0,0,1,
1249,1,1,0,0,0,0,1,
1250,0,0,0,0,0,0,1,
1251,1,1,0,0,0,1,1,
1252,0,0,0,0,0,1,1,
1253,0,0,0,0,0,1,0,
1254,0,0,0,0,1,1,0,
1255,1,1,0,0,0,1,0,
1256,1,1,0,0,0,0,0,
1257,0,0,0,0,0,0,1,
1258,0,0,0,0,0,1,1,
1259,0,0,0,0,0,1,1,
1260,1,1,0,0,0,1,1,
1261,0,0,0,0,0,1,0,
1262,0,0,0,0,0,0,1,
1263,0,0,0,0,1,0,0,
1264,1,1,0,0,0,0,0,
1265,0,0,0,0,0,0,0,
1266,0,0,0,0,0,0,0,
1267,0,0,0,0,0,0,0,
1268,1,1,0,0,0,0,1,
1269,0,0,0,0,0,0,1,
1270,0,0,0,0,0,1,1,
1271,0,0,0,0,0,1,0,
1272,0,0,0,0,0,1,1,
1273,0,0,0,0,0,1,1,
1274,0,0,0,0,0,1,0,
1275,0,0,0,0,0,1,0,
1276,1,1,0,0,0,1,0,
1277,0,0,0,0,0,0,1,
1278,0,0,0,0,0,0,0,
1279,0,0,0,0,1,0,1,
1280,0,0,0,0,0,0,0,
1281,0,0,1,0,0,0,1,
1282,0,0,1,0,0,0,0,
1283,0,0,1,0,0,0,0,
1284,0,0,1,0,1,0,1,
1285,0,0,0,0,0,0,1,
1286,0,0,0,0,0,0,0,
1287,0,0,0,0,0,0,1,
1288,0,0,0,0,0,0,0,
1289,0,0,1,0,0,0,1,
1290,0,0,1,0,0,0,0,
1291,0,0,1,0,0,0,0,
1292,0,0,1,0,0,0,1,
1293,1,1,1,0,0,0,0,
1294,1,1,1,0,0,0,1,
1295,1,1,1,0,0,0,1,
1296,1,1,1,0,0,0,0,
1297,1,0,1,0,0,0,1,
1298,1,0,1,0,0,0,1,
1299,1,0,1,0,0,0,0,
1300,1,0,1,0,0,0,0,
1301,0,0,1,0,1,0,1,
1302,0,0,1,0,0,0,1,
1303,0,0,1,0,0,0,0,
1304,0,0,1,0,0,0,0,
1305,0,0,1,0,0,0,0,
1306,0,0,1,0,0,0,1,
1307,0,0,1,0,0,0,1,
1308,0,0,1,0,0,0,0,
1309,1,0,0,0,1,0,1,
1310,1,0,0,0,1,1,0,
1311,1,0,0,0,1,1,0,
1312,1,0,0,0,1,1,1,
1313,0,0,0,0,0,0,1,
1314,0,0,0,0,0,0,1,
1315,0,0,0,0,0,0,0,
1316,0,0,0,0,0,0,0,
1317,0,0,1,0,0,0,1,
1318,0,0,1,0,0,0,0,
1319,0,0,1,0,0,0,1,
1320,0,0,1,0,0,0,0,
1321,1,0,0,0,0,0,1,
1322,1,0,0,0,0,0,0,
1323,0,0,1,0,0,0,1,
1324,0,0,1,0,0,0,0,
1325,0,0,1,0,0,0,0,
1326,0,0,1,0,0,0,1,
1327,0,0,1,0,0,0,1,
1328,0,0,1,0,0,0,0,
1329,0,0,1,0,0,0,1,
1330,0,0,1,0,0,0,0,
1331,0,0,0,1,1,0,1,
1332,0,0,0,1,1,0,0,
1333,0,0,0,1,1,0,1,
1334,0,0,0,1,1,0,0,
1335,0,0,1,0,0,0,1,
1336,0,0,1,0,0,0,1,
1337,0,0,1,0,0,0,0,
1338,0,0,1,0,0,0,0,
1339,0,0,1,1,0,0,1,
1340,0,0,1,1,0,0,1,
1341,0,0,1,1,0,0,0,
1342,0,0,1,1,0,0,0,
1343,0,0,0,0,0,0,1,
1344,0,0,0,0,0,0,0,
1345,0,0,0,0,0,0,0,
1346,0,0,0,0,0,0,1,
1347,0,0,0,0,0,0,1,
1348,0,0,0,0,0,0,0,
1349,0,0,0,0,0,0,0,
1350,0,0,0,0,0,0,1,
1351,0,0,0,0,0,0,1,
1352,0,0,0,0,0,0,1,
1353,0,0,0,0,0,0,0,
1354,0,0,0,0,0,0,0,
1355,1,0,1,0,0,0,1,
1356,1,0,1,0,0,0,0,
1357,1,0,1,0,0,0,0,
1358,1,0,1,0,0,0,1,
1359,0,0,1,0,0,0,1,
1360,0,0,1,0,0,0,0,
1361,0,0,1,0,0,0,1,
1362,0,0,1,0,0,0,0,
1363,0,0,1,0,0,0,1,
1364,0,0,1,0,0,0,1,
1365,0,0,1,0,0,0,0,
1366,0,0,1,0,0,0,0,
1367,0,0,1,0,0,0,1,
1368,0,0,1,0,0,0,0,
1369,0,0,1,0,0,0,1,
1370,0,0,1,0,0,0,0,
1371,1,0,1,0,1,0,1,
1372,1,0,1,0,0,0,0,
1373,1,0,1,0,0,0,1,
1374,1,0,1,0,0,0,0,
1375,1,0,0,0,0,0,0,
1376,0,0,0,0,0,0,0,
1377,1,0,0,0,0,0,0,
1378,1,0,0,0,0,0,1,
1379,1,0,0,0,0,1,1,
1380,0,0,0,0,0,1,1,
1381,0,0,0,0,0,0,1,
1382,1,0,0,0,0,0,1,
1383,0,0,0,0,0,0,1,
1384,1,0,0,0,0,1,1,
1385,0,0,0,0,0,1,0,
1386,0,0,0,0,0,1,1,
1387,0,0,0,0,0,1,0,
1388,1,0,0,0,0,0,0,
1389,1,0,0,0,0,0,0,
1390,0,0,0,0,0,0,1,
1391,0,0,0,0,0,0,1,
1392,1,0,0,0,0,0,1,
1393,1,0,0,0,0,0,0,
1394,0,0,0,0,0,0,0,
1395,0,0,0,0,0,0,0,
1396,1,0,0,0,0,0,0,
1397,0,0,0,0,0,1,0,
1398,0,0,0,0,0,1,1,
1399,1,0,0,0,0,1,1,
1400,0,0,0,0,0,1,1,
1401,1,0,0,0,0,1,0,
1402,1,0,0,0,0,0,1,
1403,1,0,0,0,0,1,1,
1404,0,0,0,0,0,1,0,
1405,1,0,0,0,0,1,0,
1406,0,0,0,0,0,1,0,
1407,0,0,1,0,1,0,0,
1408,0,0,1,0,1,0,1,
1409,0,0,1,0,1,0,1,
1410,0,0,1,0,1,0,0,
1411,0,0,1,0,1,0,1,
1412,0,0,1,0,0,0,1,
1413,0,0,1,0,0,0,0,
1414,0,0,1,0,0,0,0,
1415,1,0,1,0,0,0,1,
1416,1,0,1,0,0,0,0,
1417,1,0,1,0,0,0,0,
1418,1,0,1,0,0,0,1,
1419,1,0,1,0,0,0,1,
1420,1,0,1,0,0,0,1,
1421,1,0,1,0,0,0,0,
1422,1,0,1,0,0,0,0,
1423,0,0,0,0,0,0,0,
1424,0,0,0,0,0,0,1,
1425,0,0,0,0,0,0,1,
1426,0,0,0,0,0,0,0,
1427,0,0,1,0,0,0,1,
1428,0,0,1,0,0,0,0,
1429,0,0,1,0,0,0,1,
1430,0,0,1,0,0,0,0,
1431,0,0,1,0,1,0,1,
1432,0,0,1,0,0,0,1,
1433,0,0,1,0,0,0,0,
1434,0,0,1,0,0,0,0,
1435,0,0,0,0,1,0,1,
1436,0,0,0,0,1,0,1,
1437,0,0,0,0,0,0,0,
1438,0,0,0,0,0,0,0,
1439,0,0,0,0,0,0,1,
1440,0,0,0,0,0,0,0,
1441,0,0,0,0,0,0,1,
1442,0,0,0,0,0,0,0,
1443,0,0,1,0,1,0,1,
1444,0,0,1,0,0,0,0,
1445,0,0,1,0,1,0,1,
1446,0,0,1,0,0,0,0,
1447,0,0,0,0,1,0,1,
1448,0,0,0,0,1,0,0,
1449,0,0,0,0,0,0,0,
1450,0,0,0,0,0,0,1,
1451,0,0,0,0,0,0,1,
1452,0,0,0,0,0,0,0,
1453,0,0,1,0,0,0,0,
1454,0,0,1,0,0,0,1,
1455,0,0,1,0,0,0,1,
1456,0,0,1,0,0,0,0,
1457,1,0,0,1,0,0,1,
1458,1,0,0,1,0,0,1,
1459,1,0,0,1,0,0,0,
1460,1,0,0,1,0,0,0,
1461,0,0,1,1,0,0,1,
1462,0,0,1,1,0,0,1,
1463,0,0,1,1,0,0,0,
1464,0,0,1,1,0,0,0,
1465,0,0,1,0,0,0,1,
1466,0,0,1,0,0,0,1,
1467,0,0,1,0,0,0,0,
1468,0,0,1,0,0,0,0,
1469,0,0,0,0,0,0,1,
1470,0,0,0,0,0,0,0,
1471,0,0,0,0,0,0,0,
1472,0,0,0,0,0,0,1,
1473,0,0,0,0,0,0,1,
1474,0,0,0,0,0,0,0,
1475,0,0,0,0,0,0,1,
1476,0,0,0,0,0,0,0,
1477,0,0,1,0,0,0,1,
1478,0,0,1,0,0,0,0,
1479,0,0,1,0,0,0,0,
1480,0,0,1,0,0,0,1,
1481,0,0,1,0,0,0,1,
1482,0,0,1,0,0,0,0,
1483,0,0,0,1,0,0,1,
1484,0,0,0,1,0,0,0,
1485,0,0,0,1,0,0,1,
1486,0,0,0,1,0,0,0,
1487,0,0,0,0,0,0,1,
1488,0,0,0,0,0,0,0,
1489,0,0,0,0,0,0,0,
1490,0,0,0,0,0,0,1,
1491,0,0,1,1,0,1,1,
1492,0,0,1,1,0,1,1,
1493,0,0,1,1,0,1,0,
1494,0,0,1,1,0,1,0,
1495,1,0,1,0,1,0,1,
1496,1,0,1,0,0,0,0,
1497,1,0,1,0,0,0,0,
1498,1,0,1,0,1,0,1,
1499,0,0,0,0,0,0,0,
1500,0,0,0,0,0,0,0,
1501,0,0,0,0,0,0,1,
1502,0,0,0,0,0,0,1,
1503,0,0,1,0,0,0,1,
1504,0,0,1,0,0,0,0,
1505,0,0,1,0,0,0,0,
1506,0,0,1,0,0,0,0,
1507,0,0,1,0,0,0,1,
1508,0,0,1,0,0,0,1,
1509,0,0,1,0,0,0,1,
1510,0,0,1,0,0,0,0,
1511,0,0,1,0,0,0,0,
1512,0,0,1,0,0,0,1,
1513,0,0,1,0,0,0,0,
1514,0,0,1,0,0,0,1,
1515,0,0,1,0,0,0,0,
1516,0,0,1,0,0,0,1,
1517,0,0,0,0,0,0,0,
1518,0,0,0,0,0,0,0,
1519,1,0,0,0,0,0,0,
1520,0,1,0,0,1,1,1,
1521,0,0,0,0,0,1,1,
1522,0,0,0,0,0,1,1,
1523,0,0,0,0,0,1,1,
1524,0,1,0,0,1,1,1,
1525,0,0,0,0,0,0,1,
1526,0,1,0,0,0,1,0,
1527,0,0,0,0,0,1,1,
1528,0,1,0,0,0,1,0,
1529,0,1,0,0,1,0,0,
1530,0,1,0,0,0,0,1,
1531,0,0,0,0,0,0,0,
1532,0,0,0,0,0,0,0,
1533,0,1,0,0,1,0,0,
1534,1,0,0,0,0,1,0,
1535,0,0,0,0,0,1,0,
1536,0,0,0,0,0,1,1,
1537,1,0,0,0,0,1,1,
1538,1,0,0,0,0,1,1,
1539,0,0,0,0,0,1,1,
1540,0,1,0,0,0,1,1,
1541,0,0,0,0,0,0,1,
1542,0,0,0,0,0,1,0,
1543,0,0,0,0,0,1,0,
1544,0,0,0,0,0,1,0,
1545,0,0,0,0,0,0,1,
1546,0,0,0,0,0,0,0,
1547,0,0,0,0,0,0,0,
1548,0,0,0,0,1,0,1,
1549,0,0,0,0,0,0,0,
1550,0,0,0,0,0,0,1,
1551,0,0,0,0,0,0,1,
1552,0,0,0,0,0,0,0,
1553,0,0,0,0,0,0,1,
1554,0,0,0,0,0,0,0,
1555,0,0,0,0,0,0,0,
1556,0,0,0,0,0,0,1,
1557,0,0,0,0,0,0,0,
1558,0,0,0,0,0,0,1,
1559,0,0,0,0,1,0,0,
1560,0,0,0,0,0,0,1,
1561,0,0,1,0,0,0,1,
1562,0,0,1,0,1,0,1,
1563,0,0,1,0,0,0,0,
1564,0,0,1,0,1,0,0,
1565,1,0,0,0,0,0,0,
1566,1,0,0,0,1,0,1,
1567,1,0,0,0,1,0,1,
1568,1,0,0,0,0,0,0,
1569,0,0,0,0,0,0,0,
1570,0,0,0,0,0,0,1,
1571,0,0,0,0,0,0,0,
1572,0,0,0,0,0,0,1,
1573,0,0,0,0,0,0,1,
1574,0,0,0,0,1,0,1,
1575,0,0,0,0,0,0,0,
1576,0,0,0,0,0,0,0,
1577,0,0,0,0,1,0,1,
1578,0,0,0,0,0,0,0,
1579,0,0,0,0,0,0,0,
1580,0,0,0,0,0,0,1,
1581,0,0,0,0,1,1,1,
1582,0,0,0,0,1,1,0,
1583,0,0,0,0,1,1,1,
1584,0,0,0,0,1,1,0,
1585,0,0,1,0,0,0,1,
1586,0,0,1,0,0,0,0,
1587,0,0,1,0,0,0,1,
1588,0,0,1,0,0,0,0,
1589,0,0,1,0,0,0,1,
1590,0,0,1,0,1,0,0,
1591,0,0,1,0,0,0,1,
1592,0,0,1,0,0,0,0,
1593,0,0,0,0,0,0,1,
1594,0,0,0,0,0,0,1,
1595,0,0,0,0,0,0,0,
1596,0,0,0,0,0,0,0,
1597,0,0,1,0,0,0,1,
1598,0,0,1,0,0,0,0,
1599,0,0,1,0,0,0,1,
1600,0,0,1,0,0,0,0,
1601,0,0,1,0,0,0,0,
1602,0,0,1,0,0,0,1,
1603,0,0,1,0,0,0,1,
